sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
富貴角,新北市,49,,良好,0.3,0.22,54,54,14,5,1,1.1,0,10.9,41,"2025-02-07 02:00",,0.1,6,16,0,121.53656894,25.29681695,84
麥寮,雲林縣,66,細懸浮微粒,普通,1.2,0.21,46,45,18,11,,,,6.1,2,"2025-02-07 02:00",,0.2,18,28,3,120.251825,23.753506,83
關山,臺東縣,30,,良好,0.8,0.2,20,28,18,7,2,2.7,0.7,1.2,34,"2025-02-07 02:00",,0.2,6,18,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,1.1,0.24,48,48,10,6,2,3.2,0.6,6.3,29,"2025-02-07 02:00",,0.2,11,17,1,119.566158,23.569031,78
金門,金門縣,73,細懸浮微粒,普通,1.1,0.29,37,38,13,12,5,5.5,0.9,2.7,25,"2025-02-07 02:00",,0.3,20,25,2,118.312256,24.432133,77
馬祖,連江縣,72,細懸浮微粒,普通,1,0.3,43,46,25,16,4,4.4,0.6,2.3,332,"2025-02-07 02:00",,0.3,20,29,0,119.952724,26.153736,75
埔里,南投縣,124,細懸浮微粒,對敏感族群不健康,1.3,0.47,12,21,49,39,8,8.4,0.9,0.3,298,"2025-02-07 02:00",,0.5,40,53,1,120.967903,23.968842,72
復興,高雄市,108,細懸浮微粒,對敏感族群不健康,1.7,0.36,20,23,43,34,16,16.6,1,1.5,291,"2025-02-07 02:00",,0.6,34,46,2,120.312017,22.608711,71
永和,新北市,30,,良好,0.7,0.26,36,33,8,6,9,9.6,0.5,0.9,77,"2025-02-07 02:00",,0.3,6,10,1,121.516306,25.017,70
竹山,南投縣,108,細懸浮微粒,對敏感族群不健康,1.1,0.39,12,21,42,31,17,18.2,0.9,0.8,246,"2025-02-07 02:00",,0.4,33,47,1,120.677306,23.756389,69
中壢,桃園市,38,,良好,0.5,0.31,35,23,10,4,9,10.3,1.1,0.3,0,"2025-02-07 02:00",,0.7,9,13,1,121.221667,24.953278,68
三重,新北市,53,二氧化氮,普通,1.3,0.4,18,15,9,6,25,40.3,14.8,-,-,"2025-02-07 02:00",,0.8,10,13,1,121.493806,25.072611,67
冬山,宜蘭縣,27,,良好,0.4,0.18,26,23,2,2,2,2.2,0.6,1.2,285,"2025-02-07 02:00",,0.2,7,9,0,121.792928,24.632203,66
宜蘭,宜蘭縣,27,,良好,0.7,0.19,21,29,4,3,5,6,0.9,0.3,292,"2025-02-07 02:00",,0.2,6,5,0,121.746394,24.747917,65
陽明,臺北市,46,,良好,0.9,0.23,50,51,4,0,1,1.3,0.2,,,"2025-02-07 02:00",,0.2,0,3,1,121.529583,25.182722,64
花蓮,花蓮縣,24,,良好,0.4,0.26,25,27,9,1,10,11.3,1,0.9,16,"2025-02-07 02:00",,0.3,5,10,0,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0.6,0.19,34,32,10,6,2,2.9,0.8,2,310,"2025-02-07 02:00",,0.2,6,11,0,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.5,0.18,43,46,5,2,2,2,0.4,7.6,23,"2025-02-07 02:00",,0.1,3,8,0,120.788928,21.958069,61
潮州,屏東縣,130,細懸浮微粒,對敏感族群不健康,0.6,0.37,16,33,50,39,8,9,0.9,1.4,30,"2025-02-07 02:00",,0.4,42,62,1,120.561175,22.523108,60
屏東,屏東縣,112,細懸浮微粒,對敏感族群不健康,1.1,0.37,26,34,59,39,10,11.2,0.9,1,332,"2025-02-07 02:00",,0.4,35,55,1,120.488033,22.673081,59
小港,高雄市,112,細懸浮微粒,對敏感族群不健康,4.3,0.45,14,22,57,38,27,27.3,0.5,1.3,334,"2025-02-07 02:00",,0.5,35,56,2,120.337736,22.565833,58
前鎮,高雄市,107,細懸浮微粒,對敏感族群不健康,1.5,0.42,20,24,53,34,15,16.3,1.3,3.6,14,"2025-02-07 02:00",,0.5,33,56,2,120.30833356,22.6044507,57
前金,高雄市,100,細懸浮微粒,普通,1.2,0.37,15,22,54,31,19,19.7,0.7,3.8,357,"2025-02-07 02:00",,0.4,30,53,1,120.28676111,22.63390278,56
左營,高雄市,96,細懸浮微粒,普通,1.5,0.35,20,29,47,25,14,14.6,0.3,3.4,3,"2025-02-07 02:00",,0.4,29,51,1,120.292917,22.674861,54
楠梓,高雄市,97,細懸浮微粒,普通,1.4,0.36,17,27,50,30,14,14.7,0.6,1.9,25,"2025-02-07 02:00",,0.3,29,53,2,120.328289,22.733667,53
林園,高雄市,124,細懸浮微粒,對敏感族群不健康,3,0.38,22,28,67,43,14,14.9,0.5,2.1,19,"2025-02-07 02:00",,0.4,40,66,3,120.41175,22.4795,52
大寮,高雄市,117,細懸浮微粒,對敏感族群不健康,1.3,0.35,21,28,54,38,13,13.3,0.2,2.1,349,"2025-02-07 02:00",,0.3,37,58,3,120.425311,22.56413611,51
鳳山,高雄市,112,細懸浮微粒,對敏感族群不健康,2.6,0.42,15,22,52,39,18,19,1.2,1.5,283,"2025-02-07 02:00",,0.5,35,55,1,120.357422,22.628126,50
仁武,高雄市,108,細懸浮微粒,對敏感族群不健康,2,0.36,15,25,51,34,17,18.2,0.9,1.8,337,"2025-02-07 02:00",,0.4,33,53,2,120.332631,22.689056,49
橋頭,高雄市,104,細懸浮微粒,對敏感族群不健康,1.6,0.34,19,28,51,29,14,14,0.4,2.7,18,"2025-02-07 02:00",,0.3,32,48,1,120.305689,22.757506,48
美濃,高雄市,95,細懸浮微粒,普通,0.9,0.33,15,22,42,30,8,8.4,0.3,0.7,228,"2025-02-07 02:00",,0.3,29,49,0,120.530542,22.883583,47
臺南,臺南市,76,細懸浮微粒,普通,0.5,0.24,34,35,38,23,8,9.3,0.9,2.7,6,"2025-02-07 02:00",,0.3,22,37,2,120.21947897,22.98928311,46
安南,臺南市,72,細懸浮微粒,普通,0.5,0.26,35,36,36,21,5,5.7,0.3,2.7,325,"2025-02-07 02:00",,0.2,20,36,1,120.2175,23.048197,45
善化,臺南市,69,細懸浮微粒,普通,0.9,0.25,31,32,51,19,8,9.6,1.6,2.5,2,"2025-02-07 02:00",,0.2,19,43,2,120.29740529,23.11337642,44
新營,臺南市,73,細懸浮微粒,普通,0.1,0.3,31,33,40,22,8,9.7,1.9,2.7,24,"2025-02-07 02:00",,0.2,20,37,1,120.31725,23.305633,43
嘉義,嘉義市,86,細懸浮微粒,普通,2.5,0.31,27,27,40,30,10,10.3,0.5,1.6,71,"2025-02-07 02:00",,0.4,25,43,5,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,0.9,0.22,46,46,23,9,4,3.8,0.2,7.1,23,"2025-02-07 02:00",,0.2,10,23,1,120.19933333,23.702175,41
朴子,嘉義縣,61,細懸浮微粒,普通,0.6,0.24,35,39,25,15,5,4.4,0,1.4,2,"2025-02-07 02:00",,0.2,16,30,2,120.2478,23.46538,40
新港,嘉義縣,62,細懸浮微粒,普通,1,0.33,30,36,38,19,7,8,0.6,2.2,356,"2025-02-07 02:00",,0.2,17,38,2,120.345531,23.554839,39
崙背,雲林縣,63,細懸浮微粒,普通,1.4,0.37,34,37,33,18,,,,0.8,344,"2025-02-07 02:00",,0.2,17,32,1,120.348742,23.757547,38
斗六,雲林縣,82,細懸浮微粒,普通,1,0.28,25,28,41,20,10,11.1,1.3,0.8,124,"2025-02-07 02:00",,0.3,24,44,2,120.544994,23.711853,37
南投,南投縣,81,細懸浮微粒,普通,1.5,0.4,13,21,36,22,20,20.3,0.7,0.7,32,"2025-02-07 02:00",,0.4,24,39,1,120.685306,23.913,36
二林,彰化縣,54,細懸浮微粒,普通,1.3,0.33,36,40,30,10,9,9.3,0.4,3.9,34,"2025-02-07 02:00",,0.2,14,33,1,120.409653,23.925175,35
線西,彰化縣,41,,良好,1.5,0.3,44,42,22,8,6,7.2,0.9,4.6,29,"2025-02-07 02:00",,0.2,10,24,1,120.469061,24.131672,34
彰化,彰化縣,57,細懸浮微粒,普通,1.1,0.27,27,33,21,14,11,11.1,0.5,1.9,20,"2025-02-07 02:00",,0.2,15,27,2,120.541519,24.066,33
西屯,臺中市,66,細懸浮微粒,普通,1.5,0.3,23,23,28,16,12,13.2,0.7,3.2,9,"2025-02-07 02:00",,0.3,18,30,1,120.616917,24.162197,32
忠明,臺中市,67,細懸浮微粒,普通,1.2,0.36,17,23,30,24,15,15.7,0.9,2.1,4,"2025-02-07 02:00",,0.4,18,31,2,120.641092,24.151958,31
大里,臺中市,81,細懸浮微粒,普通,1.7,0.41,9,20,27,24,19,20.6,1.7,1.8,356,"2025-02-07 02:00",,0.4,23,32,2,120.67844444,24.09961111,30
沙鹿,臺中市,48,,良好,1.2,0.25,36,37,29,10,6,7.1,0.5,3,22,"2025-02-07 02:00",,0.2,12,29,1,120.568794,24.225628,29
豐原,臺中市,78,細懸浮微粒,普通,1,0.32,21,25,24,20,10,10.2,0.2,1.6,353,"2025-02-07 02:00",,0.3,22,30,1,120.74252414,24.25699731,28
三義,苗栗縣,69,細懸浮微粒,普通,0.5,0.33,18,22,21,16,11,11.9,1,4.9,20,"2025-02-07 02:00",,0.3,19,26,1,120.75956754,24.38248443,27
苗栗,苗栗縣,59,細懸浮微粒,普通,1.8,0.18,39,22,15,10,5,5.5,0.5,2.3,22,"2025-02-07 02:00",,0.3,16,21,1,120.82011468,24.56499183,26
頭份,苗栗縣,46,,良好,1.4,0.22,41,18,11,4,6,7,1.2,1.3,61,"2025-02-07 02:00",,0.4,11,19,1,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,1.2,0.24,41,22,10,8,5,5.9,0.7,1.1,59,"2025-02-07 02:00",,0.4,12,14,1,120.97236752,24.8056356,24
竹東,新竹縣,45,,良好,0.4,0.3,20,16,15,8,10,10.7,0.4,0.5,66,"2025-02-07 02:00",,0.4,11,16,0,121.08895493,24.74091408,23
湖口,新竹縣,30,,良好,1,0.23,45,32,7,4,3,3.8,0.5,3.4,30,"2025-02-07 02:00",,0.3,7,15,0,121.03886894,24.90009696,22
龍潭,桃園市,40,,良好,0.9,0.25,34,28,12,7,8,9,0.5,1.1,42,"2025-02-07 02:00",,0.3,10,13,1,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,0.4,0.27,40,30,9,5,9,10.2,0.9,1.5,52,"2025-02-07 02:00",,0.4,7,12,0,121.203986,24.952786,20
觀音,桃園市,38,,良好,1.1,0.23,45,42,6,7,3,3.5,0.2,5.3,55,"2025-02-07 02:00",,0.2,8,14,0,121.08283092,25.03556747,19
大園,桃園市,34,,良好,0.8,0.23,48,38,9,3,2,3.6,1,5.3,36,"2025-02-07 02:00",,0.2,6,13,1,121.20251473,25.06100357,18
桃園,桃園市,34,,良好,1,0.25,43,37,1,5,6,5.6,0.1,1.1,65,"2025-02-07 02:00",,0.3,5,6,1,121.30500531,24.9947107,17
大同,臺北市,34,,良好,2.2,0.34,31,23,8,7,13,14.3,1.4,-,-,"2025-02-07 02:00",,0.5,8,10,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.8,0.23,35,31,8,6,7,7,0.2,0.2,49,"2025-02-07 02:00",,0.2,8,9,1,121.578611,25.05,15
古亭,臺北市,33,,良好,1,0.24,36,32,13,6,8,8.4,0.8,0.5,61,"2025-02-07 02:00",,0.3,8,12,1,121.529556,25.020608,14
萬華,臺北市,30,,良好,1.4,0.26,36,32,9,0,11,11.5,0.5,0.6,111,"2025-02-07 02:00",,0.3,3,12,1,121.507972,25.046503,13
中山,臺北市,33,,良好,1.4,0.26,34,28,9,9,11,12.1,0.7,1.3,81,"2025-02-07 02:00",,0.3,8,13,1,121.526528,25.062361,12
士林,臺北市,41,,良好,1.4,0.23,41,45,8,4,5,5.4,0.3,0.4,2,"2025-02-07 02:00",,0.2,4,8,1,121.51666356,25.10334003,11
淡水,新北市,34,,良好,0.1,0.25,43,38,5,3,2,2.4,0.1,,,"2025-02-07 02:00",,0.2,5,8,1,121.449239,25.1645,10
林口,新北市,36,,良好,0.7,0.22,41,39,5,6,3,3.6,0.6,2,46,"2025-02-07 02:00",,0.2,5,8,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.5,0.26,34,36,7,6,12,13,0.5,0.2,19,"2025-02-07 02:00",,0.3,7,12,0,121.481028,25.06895,8
新莊,新北市,35,,良好,0.7,0.24,38,39,0,4,7,7.9,0.9,0.9,33,"2025-02-07 02:00",,0.2,7,6,0,121.4325,25.037972,7
板橋,新北市,31,,良好,1,0.27,38,34,10,6,8,8.8,0.7,1.2,70,"2025-02-07 02:00",,0.3,6,11,0,121.458667,25.012972,6
土城,新北市,31,,良好,0.9,0.25,40,34,10,3,7,7.4,0.7,0.4,218,"2025-02-07 02:00",,0.3,6,12,0,121.451861,24.982528,5
新店,新北市,31,,良好,0.1,0.22,36,33,9,4,6,6.8,0.4,0.5,62,"2025-02-07 02:00",,0.3,6,10,0,121.537778,24.977222,4
萬里,新北市,47,,良好,0.3,0.23,50,51,14,4,2,2.9,0.4,6.1,39,"2025-02-07 02:00",,0.2,7,18,1,121.689881,25.179667,3
汐止,新北市,34,,良好,0.6,0.24,28,30,12,7,12,12.6,1,0.3,83,"2025-02-07 02:00",,0.2,8,12,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.9,0.32,28,32,8,7,8,8.5,0.5,0.2,323,"2025-02-07 02:00",,0.3,7,8,1,121.760056,25.129167,1
屏東(枋山),屏東縣,39,,良好,0.3,0.2,43,43,6,7,4,4.3,0.2,2.1,94,"2025-02-07 01:00",,0.2,9,17,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,38,,良好,0.2,0.16,38,42,4,3,2,2.7,0.2,1.6,312,"2025-02-07 01:00",,0.1,5,6,0,121.61575076,23.97709367,312
新北（樹林）,新北市,24,,良好,0.5,0.23,24,19,8,2,11,11.4,0.5,0,158,"2025-02-07 01:00",,0.4,6,13,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,97,細懸浮微粒,普通,0.3,0.36,17,22,30,29,10,10.8,0.7,0,16,"2025-02-07 01:00",,0.3,29,37,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,116,細懸浮微粒,對敏感族群不健康,3.6,0.77,11,34,70,45,36,35.9,0.3,2.5,330,"2025-02-07 01:00",,0.4,37,56,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,69,細懸浮微粒,普通,0.6,0.22,33,35,40,16,7,7.4,0.5,2.9,359,"2025-02-07 01:00",,0.2,19,38,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,92,細懸浮微粒,普通,2.2,0.31,16,28,44,27,21,22.7,1.3,0.8,16,"2025-02-07 01:00",,0.3,27,45,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,27,,良好,1.4,0.19,42,29,10,3,6,6.2,0.1,1.1,35,"2025-02-07 01:00",,0.2,7,11,1,121.82463916,24.85366672,201
員林,彰化縣,69,細懸浮微粒,普通,1.1,0.3,28,33,27,19,9,10,1,1.6,30,"2025-02-07 01:00",,0.3,19,32,2,120.5631893,23.9615945,139
大城,彰化縣,44,,良好,0.5,0.18,50,49,23,8,2,2.2,0.1,5.6,45,"2025-02-07 01:00",,0.1,11,21,0,120.26964167,23.85493056,85
富貴角,新北市,49,,良好,0.1,0.2,54,53,15,8,1,1.2,0,8.8,47,"2025-02-07 01:00",,0.1,6,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,69,細懸浮微粒,普通,1.3,0.21,45,45,18,8,4,3.7,0,4.6,358,"2025-02-07 01:00",,0.2,19,30,3,120.251825,23.753506,83
關山,臺東縣,30,,良好,1.2,0.19,21,30,22,5,2,2.6,0.4,0.9,0,"2025-02-07 01:00",,0.2,6,18,0,121.161933,23.045083,80
馬公,澎湖縣,46,,良好,1,0.25,49,49,10,11,3,3.1,0.1,5.2,29,"2025-02-07 01:00",,0.2,11,17,1,119.566158,23.569031,78
金門,金門縣,81,細懸浮微粒,普通,1.3,0.29,37,39,17,17,5,5.3,0.6,2.2,26,"2025-02-07 01:00",,0.3,23,29,2,118.312256,24.432133,77
馬祖,連江縣,76,細懸浮微粒,普通,0.7,0.31,46,46,20,15,4,4.6,1,2.1,336,"2025-02-07 01:00",,0.3,22,31,0,119.952724,26.153736,75
埔里,南投縣,122,細懸浮微粒,對敏感族群不健康,1.3,0.48,15,27,49,38,10,11.1,1.2,0.3,335,"2025-02-07 01:00",,0.5,39,53,1,120.967903,23.968842,72
復興,高雄市,107,細懸浮微粒,對敏感族群不健康,1.8,0.39,22,26,44,38,18,19.6,1.5,0.9,134,"2025-02-07 01:00",,0.6,33,47,2,120.312017,22.608711,71
永和,新北市,29,,良好,1,0.26,40,32,6,5,7,7.4,0.7,1.4,82,"2025-02-07 01:00",,0.4,6,11,1,121.516306,25.017,70
竹山,南投縣,107,細懸浮微粒,對敏感族群不健康,1,0.37,16,26,42,26,16,16.7,0.6,0.9,60,"2025-02-07 01:00",,0.4,33,48,1,120.677306,23.756389,69
中壢,桃園市,42,,良好,1.1,0.38,33,19,11,6,12,14,1.8,0.3,333,"2025-02-07 01:00",,0.8,10,14,1,121.221667,24.953278,68
三重,新北市,54,二氧化氮,普通,0.9,0.41,21,14,13,10,26,44.1,18.1,-,-,"2025-02-07 01:00",,0.9,11,14,1,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.4,0.19,29,21,4,5,2,2.8,0.8,1.5,263,"2025-02-07 01:00",,0.2,8,10,0,121.792928,24.632203,66
宜蘭,宜蘭縣,28,,良好,0.5,0.2,34,30,3,7,3,3.7,0.7,0.3,221,"2025-02-07 01:00",,0.2,7,5,0,121.746394,24.747917,65
陽明,臺北市,46,,良好,1,0.2,51,50,6,1,1,1.6,0.3,,,"2025-02-07 01:00",,0.2,0,3,1,121.529583,25.182722,64
花蓮,花蓮縣,27,,良好,0.6,0.29,25,29,10,5,9,9.9,0.6,0.7,341,"2025-02-07 01:00",,0.3,5,10,0,121.599769,23.971306,63
臺東,臺東縣,31,,良好,1.1,0.21,35,33,10,7,3,4.4,1.2,1.6,312,"2025-02-07 01:00",,0.2,6,11,0,121.15045,22.755358,62
恆春,屏東縣,43,,良好,0.4,0.18,43,47,8,4,1,1.7,0.4,8.9,23,"2025-02-07 01:00",,0.1,4,9,0,120.788928,21.958069,61
潮州,屏東縣,131,細懸浮微粒,對敏感族群不健康,0.5,0.4,18,39,61,42,10,10.4,0.6,0.9,2,"2025-02-07 01:00",,0.4,43,65,1,120.561175,22.523108,60
屏東,屏東縣,107,細懸浮微粒,對敏感族群不健康,1.3,0.38,25,38,61,42,13,13.5,0.5,1.4,0,"2025-02-07 01:00",,0.4,33,53,1,120.488033,22.673081,59
小港,高雄市,112,細懸浮微粒,對敏感族群不健康,4.1,0.48,17,25,70,38,26,26.4,0.5,0.9,347,"2025-02-07 01:00",,0.5,35,56,2,120.337736,22.565833,58
前鎮,高雄市,106,細懸浮微粒,對敏感族群不健康,1.4,0.45,22,24,52,31,18,18.8,0.6,2.2,8,"2025-02-07 01:00",,0.6,33,56,2,120.30833356,22.6044507,57
前金,高雄市,103,細懸浮微粒,對敏感族群不健康,1.4,0.36,20,26,58,28,17,16.8,0,3.4,354,"2025-02-07 01:00",,0.4,31,55,1,120.28676111,22.63390278,56
左營,高雄市,103,細懸浮微粒,對敏感族群不健康,1.3,0.37,23,33,49,31,14,14.7,0.6,1.5,346,"2025-02-07 01:00",,0.4,31,55,1,120.292917,22.674861,54
楠梓,高雄市,98,細懸浮微粒,普通,1.6,0.36,19,31,49,29,17,18,0.5,1.7,26,"2025-02-07 01:00",,0.3,30,54,2,120.328289,22.733667,53
林園,高雄市,124,細懸浮微粒,對敏感族群不健康,3.9,0.48,18,31,68,47,26,27,0.7,2.4,17,"2025-02-07 01:00",,0.4,40,66,3,120.41175,22.4795,52
大寮,高雄市,119,細懸浮微粒,對敏感族群不健康,2.3,0.36,24,29,53,37,12,13,0.6,1.6,346,"2025-02-07 01:00",,0.3,38,60,3,120.425311,22.56413611,51
鳳山,高雄市,112,細懸浮微粒,對敏感族群不健康,1.8,0.47,17,25,53,35,22,22.9,1.1,0.8,281,"2025-02-07 01:00",,0.6,35,57,1,120.357422,22.628126,50
仁武,高雄市,110,細懸浮微粒,對敏感族群不健康,2,0.37,19,27,48,32,19,19.6,0.9,1.8,332,"2025-02-07 01:00",,0.4,34,55,2,120.332631,22.689056,49
橋頭,高雄市,107,細懸浮微粒,對敏感族群不健康,1.6,0.37,21,31,51,30,15,15.6,0.7,2.7,19,"2025-02-07 01:00",,0.3,33,48,1,120.305689,22.757506,48
美濃,高雄市,96,細懸浮微粒,普通,0.5,0.35,17,25,78,30,9,9.8,0.6,0.3,342,"2025-02-07 01:00",,0.3,29,49,0,120.530542,22.883583,47
臺南,臺南市,75,細懸浮微粒,普通,1.3,0.23,32,36,38,21,8,9.4,0.8,3.3,2,"2025-02-07 01:00",,0.3,21,36,2,120.21947897,22.98928311,46
安南,臺南市,71,細懸浮微粒,普通,0.4,0.24,34,37,40,19,5,5.7,0.4,3.5,317,"2025-02-07 01:00",,0.2,20,35,1,120.2175,23.048197,45
善化,臺南市,72,細懸浮微粒,普通,1.2,0.22,31,34,46,19,8,8.5,0.7,3,358,"2025-02-07 01:00",,0.3,20,42,2,120.29740529,23.11337642,44
新營,臺南市,72,細懸浮微粒,普通,0.6,0.24,34,35,32,25,7,7.3,0.5,2.8,9,"2025-02-07 01:00",,0.2,20,36,1,120.31725,23.305633,43
嘉義,嘉義市,86,細懸浮微粒,普通,4.9,0.32,28,29,45,22,9,9.9,0.4,2.6,356,"2025-02-07 01:00",,0.4,25,43,6,120.44125148,23.46477865,42
臺西,雲林縣,43,,良好,0.8,0.21,47,46,19,8,2,2.2,0,6.4,25,"2025-02-07 01:00",,0.2,11,24,1,120.19933333,23.702175,41
朴子,嘉義縣,63,細懸浮微粒,普通,0.9,0.22,40,41,29,14,3,3.4,0,1.8,5,"2025-02-07 01:00",,0.2,17,32,2,120.2478,23.46538,40
新港,嘉義縣,62,細懸浮微粒,普通,1.3,0.27,36,38,53,15,6,6.4,0.6,2.4,18,"2025-02-07 01:00",,0.2,16,37,2,120.345531,23.554839,39
崙背,雲林縣,67,細懸浮微粒,普通,0.9,0.26,35,38,29,15,5,6.7,1.2,1.6,356,"2025-02-07 01:00",,0.2,18,34,1,120.348742,23.757547,38
斗六,雲林縣,84,細懸浮微粒,普通,1.9,0.3,26,31,43,21,9,10.2,1.1,2,4,"2025-02-07 01:00",,0.3,24,45,2,120.544994,23.711853,37
南投,南投縣,82,細懸浮微粒,普通,1.5,0.35,16,24,34,18,17,18.1,0.7,1.1,336,"2025-02-07 01:00",,0.4,24,40,1,120.685306,23.913,36
二林,彰化縣,55,細懸浮微粒,普通,1.2,0.37,36,41,32,13,7,7.4,0.7,3.3,25,"2025-02-07 01:00",,0.2,14,34,1,120.409653,23.925175,35
線西,彰化縣,45,,良好,2.1,0.38,38,42,24,10,10,10.8,0.7,4.6,29,"2025-02-07 01:00",,0.2,11,26,1,120.469061,24.131672,34
彰化,彰化縣,59,細懸浮微粒,普通,1.2,0.27,28,35,29,14,10,10.2,0.1,1.3,6,"2025-02-07 01:00",,0.2,16,29,2,120.541519,24.066,33
西屯,臺中市,69,細懸浮微粒,普通,1.9,0.38,17,25,28,17,18,19.5,1.3,3.7,4,"2025-02-07 01:00",,0.3,19,32,1,120.616917,24.162197,32
忠明,臺中市,68,細懸浮微粒,普通,1.3,0.44,11,26,33,16,19,20.6,1.2,1.4,342,"2025-02-07 01:00",,0.4,19,33,2,120.641092,24.151958,31
大里,臺中市,82,細懸浮微粒,普通,1.8,0.43,10,23,27,21,19,21,1.8,0.9,29,"2025-02-07 01:00",,0.4,24,34,2,120.67844444,24.09961111,30
沙鹿,臺中市,54,細懸浮微粒,普通,1.2,0.29,33,37,24,10,7,8,0.8,3.7,356,"2025-02-07 01:00",,0.2,14,29,1,120.568794,24.225628,29
豐原,臺中市,81,細懸浮微粒,普通,1.2,0.34,23,27,27,21,11,12.3,1.3,1.4,355,"2025-02-07 01:00",,0.3,24,32,1,120.74252414,24.25699731,28
三義,苗栗縣,72,細懸浮微粒,普通,1.5,0.38,13,25,22,17,16,16.6,1.1,4.1,16,"2025-02-07 01:00",,0.3,20,28,1,120.75956754,24.38248443,27
苗栗,苗栗縣,67,細懸浮微粒,普通,2.2,0.23,30,22,23,13,12,12.6,1,2.7,19,"2025-02-07 01:00",,0.3,18,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,52,細懸浮微粒,普通,1,0.27,34,16,15,8,12,12.8,1.2,2,8,"2025-02-07 01:00",,0.4,13,21,1,120.89869286,24.69690679,25
新竹,新竹市,53,細懸浮微粒,普通,1.3,0.24,36,19,12,9,9,9.5,0.2,2.1,40,"2025-02-07 01:00",,0.4,13,14,1,120.97236752,24.8056356,24
竹東,新竹縣,47,,良好,0.6,0.34,20,16,15,11,11,11.4,0.3,0.4,35,"2025-02-07 01:00",,0.4,12,16,0,121.08895493,24.74091408,23
湖口,新竹縣,35,,良好,0,0.21,42,28,16,4,6,6.5,0.8,4.1,25,"2025-02-07 01:00",,0.3,9,16,0,121.03886894,24.90009696,22
龍潭,桃園市,43,,良好,1.2,0.26,34,25,7,10,9,9.2,0.1,1.8,54,"2025-02-07 01:00",,0.3,11,13,1,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,1.1,0.27,34,29,20,4,14,14.4,0.6,1.2,45,"2025-02-07 01:00",,0.4,8,13,0,121.203986,24.952786,20
觀音,桃園市,35,,良好,0.3,0.19,46,39,12,6,4,4.2,0.7,4.9,53,"2025-02-07 01:00",,0.2,8,15,0,121.08283092,25.03556747,19
大園,桃園市,31,,良好,1.1,0.21,48,34,8,4,4,4.8,1.1,6.7,27,"2025-02-07 01:00",,0.2,6,15,1,121.20251473,25.06100357,18
桃園,桃園市,32,,良好,0.9,0.25,42,36,4,10,7,8.1,0.9,1,48,"2025-02-07 01:00",,0.3,6,8,1,121.30500531,24.9947107,17
大同,臺北市,35,,良好,1.3,0.43,33,21,7,5,14,16.3,2.6,-,-,"2025-02-07 01:00",,0.6,9,11,1,121.51342074,25.06331455,16
松山,臺北市,33,,良好,1.8,0.23,35,29,6,7,8,8.8,0.5,0.7,23,"2025-02-07 01:00",,0.3,8,10,1,121.578611,25.05,15
古亭,臺北市,35,,良好,1.3,0.24,38,30,13,8,8,8.7,0.7,1.1,58,"2025-02-07 01:00",,0.3,9,13,1,121.529556,25.020608,14
萬華,臺北市,29,,良好,1.8,0.25,39,31,9,0,9,9.9,0.6,1.6,83,"2025-02-07 01:00",,0.3,4,12,1,121.507972,25.046503,13
中山,臺北市,33,,良好,1.1,0.27,36,26,10,10,9,9.8,0.5,1.7,72,"2025-02-07 01:00",,0.3,8,14,1,121.526528,25.062361,12
士林,臺北市,41,,良好,1,0.2,46,45,6,0,3,3.9,0.6,1.8,196,"2025-02-07 01:00",,0.2,5,9,1,121.51666356,25.10334003,11
淡水,新北市,34,,良好,1,0.25,40,38,8,4,6,6.1,0.4,,,"2025-02-07 01:00",,0.2,6,10,1,121.449239,25.1645,10
林口,新北市,35,,良好,1.6,0.23,43,38,9,4,6,6.4,0.4,2.6,61,"2025-02-07 01:00",,0.2,5,9,1,121.36548982,25.07798949,9
菜寮,新北市,32,,良好,0.8,0.27,41,36,23,3,,,,1.5,67,"2025-02-07 01:00",,0.3,7,12,0,121.481028,25.06895,8
新莊,新北市,35,,良好,0.9,0.22,43,38,4,5,5,6,0.6,2.8,52,"2025-02-07 01:00",,0.3,7,8,0,121.4325,25.037972,7
